HGNC ID	Approved symbol	Approved name	Previous symbols	Alias symbols	Accession numbers	RefSeq IDs
HGNC:4461	GPM6B	glycoprotein M6B		M6B, MGC17150, MGC54284		NM_001001995
HGNC:38782	GPM6BP1	glycoprotein M6B pseudogene 1				
HGNC:38781	GPM6BP2	glycoprotein M6B pseudogene 2				
HGNC:38783	GPM6BP3	glycoprotein M6B pseudogene 3				
HGNC:17030	GPN1	GPN-loop GTPase 1	XAB1	NTPBP, MBDIN, ATPBD1A, RPAP4	AB044661	NM_007266
HGNC:25513	GPN2	GPN-loop GTPase 2	ATPBD1B	FLJ10349	AK001211	NM_018066
HGNC:58220	GPN2-AS1	GPN2 antisense RNA 1				
HGNC:30186	GPN3	GPN-loop GTPase 3	ATPBD1C	MGC14560	BC008416	NM_016301
HGNC:44914	GPN3P1	GPN-loop GTPase 3 pseudogene 1				NG_012769
HGNC:4462	GPNMB	glycoprotein nmb		NMB, HGFIN	X76534	NM_001005340
HGNC:4484	GPR3	G protein-coupled receptor 3		ACCA	BC032702	NM_005281
HGNC:4497	GPR4	G protein-coupled receptor 4			BC067536	NM_005282
HGNC:4505	GPR5	symbol withdrawn, see [HGNC:1625](/data/gene-symbol-report/#!/hgnc_id/HGNC:1625)				
HGNC:4515	GPR6	G protein-coupled receptor 6				
HGNC:4465	GPR11	symbol withdrawn, see [HGNC:3538](/data/gene-symbol-report/#!/hgnc_id/HGNC:3538)				
HGNC:4466	GPR12	G protein-coupled receptor 12		GPCR21, PPP1R84	U18548	
HGNC:4467	GPR13	symbol withdrawn, see [HGNC:2558](/data/gene-symbol-report/#!/hgnc_id/HGNC:2558)				
HGNC:4469	GPR15	G protein-coupled receptor 15				
HGNC:31428	GPR15LG	G protein-coupled receptor 15 ligand	C10orf99	UNQ1833, RLLV1833, FLJ21763, CSBF, AP-57, GPR15L	AY358751	NM_207373
HGNC:4470	GPR16	symbol withdrawn, see [HGNC:6713](/data/gene-symbol-report/#!/hgnc_id/HGNC:6713)				
HGNC:4471	GPR17	G protein-coupled receptor 17				
HGNC:4472	GPR18	G protein-coupled receptor 18		DRV2	L42324	
HGNC:4473	GPR19	G protein-coupled receptor 19				NM_006143
HGNC:4475	GPR20	G protein-coupled receptor 20			U66579	NM_005293
HGNC:4476	GPR21	G protein-coupled receptor 21			BC066885	NM_005294
HGNC:4477	GPR22	G protein-coupled receptor 22			U66581	
HGNC:4480	GPR25	G protein-coupled receptor 25			U91939	NM_005298
HGNC:4481	GPR26	G protein-coupled receptor 26				
HGNC:4482	GPR27	G protein-coupled receptor 27		SREB1	AB040799	NM_018971
HGNC:4483	GPR28	symbol withdrawn, see [HGNC:1610](/data/gene-symbol-report/#!/hgnc_id/HGNC:1610)				
HGNC:4486	GPR31	G protein-coupled receptor 31		HETER1, 12-HETER	U65402	NM_005299
HGNC:4487	GPR32	G protein-coupled receptor 32		RVDR1, DRV1	AF045764	
HGNC:4488	GPR32P1	GPR32 pseudogene 1	GPR32P		AF045765	
HGNC:4489	GPR33	G protein-coupled receptor 33			AF045767	NM_001197184
HGNC:4490	GPR34	G protein-coupled receptor 34		LPS1	AF039686	NM_005300
HGNC:4491	GPR34P	G protein-coupled receptor 34 pseudogene				
HGNC:4492	GPR35	G protein-coupled receptor 35				NM_001195382
HGNC:4493	GPR36	G protein-coupled receptor 36				
HGNC:4494	GPR37	G protein-coupled receptor 37		EDNRBL, hET(B)R-LP, PAELR		NM_005302
HGNC:14923	GPR37L1	G protein-coupled receptor 37 like 1		ETBR-LP-2	AJ310210	NM_004767
HGNC:4496	GPR39	G protein-coupled receptor 39		ZnR	AF034633	
HGNC:4500	GPR42	G protein-coupled receptor 42	GPR42P	GPR41L, FFAR3L	AF024689	NM_005305
HGNC:4503	GPR45	G protein-coupled receptor 45		PSP24, PSP24A	AF118266	NM_007227
HGNC:4506	GPR50	G protein-coupled receptor 50		H9, Mel1c	U52219	NM_004224
HGNC:40259	GPR50-AS1	GPR50 antisense RNA 1				
HGNC:4508	GPR52	G protein-coupled receptor 52			AF096784	NM_005684
HGNC:4509	GPR53P	G protein-coupled receptor 53, pseudogene		PsiGPR53, dJ271M21.8	AF096785	NG_001217
HGNC:4511	GPR55	G protein-coupled receptor 55			AF096786	NM_005683
HGNC:40260	GPR55-AS1	GPR55 antisense RNA 1				
HGNC:13300	GPR61	G protein-coupled receptor 61		BALGR	AF317652	NM_031936
HGNC:13301	GPR62	G protein-coupled receptor 62			AF317653	
HGNC:13302	GPR63	G protein-coupled receptor 63		PSP24(beta), PSP24B	AF317654	
HGNC:4517	GPR65	G protein-coupled receptor 65		hTDAG8, TDAG8	U95218	
HGNC:13837	GPR67	symbol withdrawn, see [HGNC:4504](/data/gene-symbol-report/#!/hgnc_id/HGNC:4504)				
HGNC:4519	GPR68	G protein-coupled receptor 68		OGR1	U48405	
HGNC:4520	GPR69A	symbol withdrawn, see [HGNC:6508](/data/gene-symbol-report/#!/hgnc_id/HGNC:6508)				
HGNC:4521	GPR69B	symbol withdrawn, see [HGNC:6509](/data/gene-symbol-report/#!/hgnc_id/HGNC:6509)				
HGNC:13304	GPR70	symbol withdrawn, see [HGNC:14448](/data/gene-symbol-report/#!/hgnc_id/HGNC:14448)		TR1		
HGNC:13305	GPR71	symbol withdrawn, see [HGNC:14905](/data/gene-symbol-report/#!/hgnc_id/HGNC:14905)		TR2		
HGNC:4534	GPR72	symbol withdrawn, see [HGNC:4523](/data/gene-symbol-report/#!/hgnc_id/HGNC:4523)				
HGNC:4526	GPR75	G protein-coupled receptor 75		WI-31133	AF101472	
HGNC:40043	GPR75-ASB3	GPR75-ASB3 readthrough				
HGNC:4528	GPR78	G protein-coupled receptor 78			AF411107	
HGNC:4529	GPR79	G protein-coupled receptor 79 (pseudogene)		GPR79P	AF411108	
HGNC:4533	GPR82	G protein-coupled receptor 82			AF411111	NM_080817
HGNC:4523	GPR83	G protein-coupled receptor 83	GPR72		AF236081	NM_016540
HGNC:4535	GPR84	G protein-coupled receptor 84		EX33	AF237762	
HGNC:56187	GPR84-AS1	GPR84, ZNF385A, ITGA5 and GTSF1 antisense RNA 1	LINC01154			NR_120488
HGNC:4536	GPR85	G protein-coupled receptor 85		SREB2	AF250237	
HGNC:4538	GPR87	G protein-coupled receptor 87	GPR95		AF237763	
HGNC:4539	GPR88	G protein-coupled receptor 88			AB042411	NM_022049
HGNC:31984	GPR89A	G protein-coupled receptor 89A		UNQ192	AB097024	NM_001097612
HGNC:13840	GPR89B	G protein-coupled receptor 89B	GPR89, GPR89C, LINC02804	SH120	U78723	NM_016334
HGNC:31985	GPR89C	symbol withdrawn, see [HGNC:13840](/data/gene-symbol-report/#!/hgnc_id/HGNC:13840)				
HGNC:13951	GPR89P	G protein-coupled receptor 89 pseudogene		C11H1.2-Lp		
HGNC:4541	GPR90	G protein-coupled receptor 90				
HGNC:13660	GPR93	symbol withdrawn, see [HGNC:13307](/data/gene-symbol-report/#!/hgnc_id/HGNC:13307)				
HGNC:13661	GPR94	symbol withdrawn, see [HGNC:4537](/data/gene-symbol-report/#!/hgnc_id/HGNC:4537)		FKSG77		
HGNC:13662	GPR95	symbol withdrawn, see [HGNC:4538](/data/gene-symbol-report/#!/hgnc_id/HGNC:4538)				
HGNC:14591	GPR99	symbol withdrawn, see [HGNC:4531](/data/gene-symbol-report/#!/hgnc_id/HGNC:4531)				
HGNC:14963	GPR101	G protein-coupled receptor 101			AF411115	
HGNC:15670	GPR104	symbol withdrawn, see [HGNC:4532](/data/gene-symbol-report/#!/hgnc_id/HGNC:4532)				
HGNC:17830	GPR107	G protein-coupled receptor 107		KIAA1624, RP11-88G17, FLJ20998, LUSTR1	AF376725	
HGNC:17829	GPR108	G protein-coupled receptor 108		LUSTR2		
HGNC:19060	GPR119	G protein-coupled receptor 119		hGPCR2, GPCR2	AY288416	NM_178471
HGNC:19345	GPR129	symbol withdrawn, see [HGNC:19061](/data/gene-symbol-report/#!/hgnc_id/HGNC:19061)				
HGNC:19346	GPR130	G protein-coupled receptor 130				
HGNC:17482	GPR132	G protein-coupled receptor 132		G2A	AF083955	NM_013345
HGNC:19976	GPR134	symbol withdrawn, see [HGNC:16291](/data/gene-symbol-report/#!/hgnc_id/HGNC:16291)				
HGNC:19991	GPR135	G protein-coupled receptor 135		HUMNPIIY20, PAFR	AY288418	NM_022571
HGNC:24300	GPR137	G protein-coupled receptor 137		C11orf4, GPR137A, TM7SF1L1	AJ250392	NM_020155
HGNC:11862	GPR137B	G protein-coupled receptor 137B	TM7SF1		AF027826	NM_003272
HGNC:25445	GPR137C	G protein-coupled receptor 137C		DKFZp762F0713, TM7SF1L2	BX647179	NM_001099652
HGNC:19995	GPR139	G protein-coupled receptor 139		PGR3	AY255545	NM_001002911
HGNC:19996	GPR140	symbol withdrawn, see [HGNC:24828](/data/gene-symbol-report/#!/hgnc_id/HGNC:24828)				
HGNC:19997	GPR141	G protein-coupled receptor 141		PGR13	AY288420	NM_181791
HGNC:53813	GPR141BP	G protein-coupled receptor 141B, pseudogene				
HGNC:20088	GPR142	G protein-coupled receptor 142		PGR2	AY255622	NM_181790
HGNC:20145	GPR143	G protein-coupled receptor 143	OA1		Z48804	NM_000273
HGNC:18499	GPR143YP	G protein-coupled receptor 143 Y-linked pseudogene	OA1P, GPR143P	GPR143Y		NG_002814
HGNC:21718	GPR146	G protein-coupled receptor 146		PGR8	BC014241	NM_138445
HGNC:23623	GPR148	G protein-coupled receptor 148		PGR6	AY255532	NM_207364
HGNC:23627	GPR149	G protein-coupled receptor 149		PGR10, IEDA, R35	AY255534	NM_001038705
HGNC:23628	GPR150	G protein-coupled receptor 150		PGR11	BC030197	
HGNC:23624	GPR151	G protein-coupled receptor 151		PGR7, GALR4	AY255557	NM_194251
HGNC:23622	GPR152	G protein-coupled receptor 152		PGR5	AY255600	
HGNC:23618	GPR153	G protein-coupled receptor 153		PGR1	AY255529	
HGNC:22951	GPR155	G protein-coupled receptor 155		DEP.7, PGR22, DEPDC3, LYCHOS, FLJ31819	AY255528	NM_152529
HGNC:55827	GPR155-DT	GPR155 divergent transcript				
HGNC:20844	GPR156	G protein-coupled receptor 156		PGR28, GABABL	AF488739	NM_153002
HGNC:23687	GPR157	G protein-coupled receptor 157		FLJ12132	AK022194	NM_024980
HGNC:23689	GPR158	G protein-coupled receptor 158		KIAA1136	AB032962	NM_020752
HGNC:44163	GPR158-AS1	GPR158 antisense RNA 1			AK094758	NR_027333
HGNC:23693	GPR160	G protein-coupled receptor 160		GPCR150, GPCR1	AB083583	NM_014373
HGNC:54682	GPR160P1	GPR160 pseudogene 1				NG_021512
HGNC:54683	GPR160P2	GPR160 pseudogene 2				NG_026241
HGNC:23694	GPR161	G protein-coupled receptor 161		RE2	AF091890	NM_007369
HGNC:16693	GPR162	G protein-coupled receptor 162		A-2, GRCA	U47928, U47929, U47924, U47925	NM_019858
HGNC:21462	GPR165P	G protein-coupled receptor 165, pseudogene		PGR15, 6530406P05Rik		NG_005303
HGNC:23626	GPR166P	G protein-coupled receptor 166, pseudogene		PGR9	AB083591	NG_025935
HGNC:30057	GPR171	G protein-coupled receptor 171		H963	AF002986	NM_013308
HGNC:18186	GPR173	G protein-coupled receptor 173		SREB3	AB040801	NM_018969
HGNC:30245	GPR174	G protein-coupled receptor 174		FKSG79, LPS3	AF345567	NM_032553
HGNC:32370	GPR176	G protein-coupled receptor 176		Gm1012	BC067106	NM_007223
HGNC:54389	GPR176-DT	GPR176 divergent transcript				
HGNC:31371	GPR179	G protein-coupled receptor 179	GPR158L1	CSNB1E		
HGNC:28899	GPR180	G protein-coupled receptor 180		ITR	AF339823	NM_180989
HGNC:13708	GPR182	G protein-coupled receptor 182	ADMR	hrhAMR, G10D, AM-R	Y13583	NM_007264
HGNC:3128	GPR183	G protein-coupled receptor 183	EBI2		L08177	NM_004951
HGNC:55170	GPR199P	G protein-coupled receptor 199, pseudogene				
HGNC:53957	GPRACR	GPR107 adjacent cis regulating lncRNA		LncGPR107		NR_135124
HGNC:24834	GPRASP1	G protein-coupled receptor associated sorting protein 1		GASP, GASP1	AB007903	NM_014710
HGNC:25169	GPRASP2	G protein-coupled receptor associated sorting protein 2		GASP2, FLJ37327	AK094646	NM_138437
HGNC:29353	GPRASP3	G protein-coupled receptor associated sorting protein family member 3	BHLHB9	p60TRP, KIAA1701, GASP3	AB051488	NM_030639
HGNC:51373	GPRASP3P1	GPRASP3 pseudogene 1	BHLHB9P1			NG_021251
HGNC:9836	GPRC5A	G protein-coupled receptor class C group 5 member A	RAI3	RAIG1, TIG1, PEIG-1	AF095448	NM_003979
HGNC:13308	GPRC5B	G protein-coupled receptor class C group 5 member B		RAIG-2	AF202640	
HGNC:13309	GPRC5C	G protein-coupled receptor class C group 5 member C		RAIG-3	AF207989	
HGNC:13310	GPRC5D	G protein-coupled receptor class C group 5 member D			AF209923	
HGNC:53599	GPRC5D-AS1	GPRC5D and HEBP1 antisense RNA 1		RP11-392P7.6		
HGNC:18510	GPRC6A	G protein-coupled receptor class C group 6 member A		bA86F4.3	AF502962	
HGNC:24835	GPRIN1	G protein regulated inducer of neurite outgrowth 1		GRIN1, KIAA1893	AB067480	NM_052899
HGNC:23730	GPRIN2	G protein regulated inducer of neurite outgrowth 2	KIAA0514	MGC15171	BC011672	NM_014696
HGNC:27733	GPRIN3	GPRIN family member 3		GRIN3, FLJ42625	AK124616	NM_198281
HGNC:4546	GPRK6L	symbol withdrawn, see [HGNC:4547](/data/gene-symbol-report/#!/hgnc_id/HGNC:4547)				
HGNC:4548	GPRK7	symbol withdrawn, see [HGNC:7111](/data/gene-symbol-report/#!/hgnc_id/HGNC:7111)				
HGNC:4549	GPS1	G protein pathway suppressor 1		COPS1, CSN1		NM_212492
HGNC:4550	GPS2	G protein pathway suppressor 2			U28963	NM_004489
HGNC:49622	GPS2P1	G protein pathway suppressor 2 pseudogene 1				NG_021604
HGNC:49623	GPS2P2	G protein pathway suppressor 2 pseudogene 2				NG_022285
HGNC:17858	GPSM1	G protein signaling modulator 1		AGS3, DKFZP727I051	AI272212	NM_015597
HGNC:29501	GPSM2	G protein signaling modulator 2	DFNB82	LGN, Pins	AY136740	NM_013296
HGNC:13945	GPSM3	G protein signaling modulator 3	C6orf9	NG1, G18, G18.1a, G18.1b, G18.2, AGS4	AF155657	NM_022107
HGNC:4552	GPT	glutamic--pyruvic transaminase		ALT1, ALT, GPT1, SGPT		
HGNC:18062	GPT2	glutamic--pyruvic transaminase 2		ALT2		
HGNC:4553	GPX1	glutathione peroxidase 1				NM_000581
HGNC:4560	GPX1P1	glutathione peroxidase pseudogene 1	GPXL2, GPXP1			
HGNC:4561	GPX1P2	glutathione peroxidase pseudogene 2	GPXL1, GPXP2	GPXL2, GPXP2P		
HGNC:4554	GPX2	glutathione peroxidase 2		GSHPX-GI		
HGNC:4555	GPX3	glutathione peroxidase 3				
HGNC:4556	GPX4	glutathione peroxidase 4		PHGPx, MCSP	BC039849, X71973	NM_002085
HGNC:4557	GPX5	glutathione peroxidase 5			AJ005277	
HGNC:4558	GPX6	glutathione peroxidase 6	GPXP3			
HGNC:4559	GPX7	glutathione peroxidase 7		FLJ14777, GPX6, NPGPx	AF091092	NM_015696
HGNC:33100	GPX8	glutathione peroxidase 8 (putative)		UNQ847, EPLA847	BC029424	NM_001008397
HGNC:13952	GPXP3	symbol withdrawn, see [HGNC:4558](/data/gene-symbol-report/#!/hgnc_id/HGNC:4558)		GPX5p, dJ1186N24.1		
HGNC:29305	GRAMD1A	GRAM domain containing 1A	KIAA1533	FLJ90346	AK074864	NM_020895
HGNC:55275	GRAMD1A-AS1	GRAMD1A antisense RNA 1				
HGNC:29214	GRAMD1B	GRAM domain containing 1B	LINC01059	KIAA1201	AB033027	NM_001286563
HGNC:25252	GRAMD1C	GRAM domain containing 1C		DKFZp434C0328		NM_017577
HGNC:27287	GRAMD2A	GRAM domain containing 2A	GRAMD2		AK002016	NM_001012642
HGNC:24911	GRAMD2B	GRAM domain containing 2B	GRAMD3	NS3TP2, FLJ21313	BC008590	NM_023927
HGNC:29113	GRAMD4	GRAM domain containing 4		KIAA0767, DIP		NM_015124
HGNC:39653	GRAMD4P1	GRAM domain containing 4 pseudogene 1				
HGNC:39654	GRAMD4P2	GRAM domain containing 4 pseudogene 2				
HGNC:49138	GRAMD4P3	GRAM domain containing 4 pseudogene 3				
HGNC:49139	GRAMD4P4	GRAM domain containing 4 pseudogene 4				
HGNC:49140	GRAMD4P5	GRAM domain containing 4 pseudogene 5				
HGNC:49141	GRAMD4P6	GRAM domain containing 4 pseudogene 6				
HGNC:49142	GRAMD4P7	GRAM domain containing 4 pseudogene 7				
HGNC:49143	GRAMD4P8	GRAM domain containing 4 pseudogene 8				
HGNC:4562	GRAP	GRB2 related adaptor protein			U52518	NM_006613
HGNC:4563	GRAP2	GRB2 related adaptor protein 2		Grf40, GrbX, GRBLG, GADS, Mona	AF102694	NM_004810
HGNC:37240	GRAPL	GRB2 related adaptor protein like	GRAPLDR		BC026233	NM_001129778
HGNC:26214	GRAPL-AS1	GRAPL antisense RNA 1				NR_160285
HGNC:55226	GRAPLDR	symbol withdrawn, see [HGNC:37240](/data/gene-symbol-report/#!/hgnc_id/HGNC:37240)				
HGNC:30963	GRASLND	glycosaminoglycan regulatory associated long non-coding RNA	RNF144A-AS1			NR_033997
HGNC:4566	GRB2	growth factor receptor bound protein 2		NCKAP2		NM_002086
HGNC:4567	GRB7	growth factor receptor bound protein 7			D43772	NM_005310
HGNC:4564	GRB10	growth factor receptor bound protein 10				NM_005311
HGNC:4565	GRB14	growth factor receptor bound protein 14				NM_004490
HGNC:24885	GREB1	growth regulating estrogen receptor binding 1		KIAA0575		NM_014668
HGNC:31042	GREB1L	GREB1 like retinoic acid receptor coactivator	KIAA1772	FLJ13687, C18orf6	AK023749	NM_024935
HGNC:58310	GREB1L-AS1	GREB1L antisense RNA 1				
HGNC:55323	GREB1L-DT	GREB1L divergent transcript				
HGNC:2001	GREM1	gremlin 1, DAN family BMP antagonist	CKTSF1B1, CRAC1	DRM, gremlin, DAND2, HMPS		NM_013372
HGNC:55411	GREM1-AS1	GREM1 antisense RNA 1				NR_109767
HGNC:17655	GREM2	gremlin 2, DAN family BMP antagonist		Prdc, FLJ21195, CKTSF1B2, DAND3	AK024848	NM_022469
HGNC:27549	GREP1	glycine rich extracellular protein 1	LINC00514	G029442	AK098017	NM_001396456
HGNC:4569	GRH	symbol withdrawn, see [HGNC:4419](/data/gene-symbol-report/#!/hgnc_id/HGNC:4419)				
HGNC:17923	GRHL1	grainyhead like transcription factor 1	TFCP2L2	LBP-32, MGR	AF198489	NM_014552
HGNC:2799	GRHL2	grainyhead like transcription factor 2	DFNA28, TFCP2L3	FLJ13782, BOM	AK023844	NM_024915
HGNC:55466	GRHL2-DT	GRHL2 divergent transcript		BX357664		
HGNC:25839	GRHL3	grainyhead like transcription factor 3	TFCP2L4	SOM	AY231161	NM_021180
HGNC:41119	GRHL3-AS1	GRHL3 antisense RNA 1				
HGNC:4570	GRHPR	glyoxylate and hydroxypyruvate reductase	GLXR, GLYD	PH2	AF134895	NM_012203
HGNC:4571	GRIA1	glutamate ionotropic receptor AMPA type subunit 1	GLUR1	GluA1, GLURA		
HGNC:4572	GRIA2	glutamate ionotropic receptor AMPA type subunit 2	GLUR2	GluA2, GLURB, GluR-K2, GluR-B, GluR-2		
HGNC:4573	GRIA3	glutamate ionotropic receptor AMPA type subunit 3	GLUR3	GluA3, GLURC, MRX94, GluR-3, GluR-C, GluR-K3, iGluR3	U10301	NM_000828
HGNC:4574	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	GLUR4	GluA4, GLURD, GluR-4, GluR-D, GLUR4C	U16129	
HGNC:4575	GRID1	glutamate ionotropic receptor delta type subunit 1		GluD1, KIAA1220	AB033046	NM_017551
HGNC:44131	GRID1-AS1	GRID1 antisense RNA 1			AK097655	NR_038986
HGNC:58334	GRID1-AS2	GRID1 antisense RNA 2				
HGNC:4576	GRID2	glutamate ionotropic receptor delta type subunit 2		GluD2, GluR-delta-2	AF009014	
HGNC:18464	GRID2IP	Grid2 interacting protein				NM_001145118
HGNC:4577	GRIFIN	galectin-related inter-fiber protein				
HGNC:4578	GRIK	symbol withdrawn, see [HGNC:4582](/data/gene-symbol-report/#!/hgnc_id/HGNC:4582)				
HGNC:4579	GRIK1	glutamate ionotropic receptor kainate type subunit 1	GLUR5	GluK1		
HGNC:16458	GRIK1-AS1	GRIK1 antisense RNA 1	C21orf9, NCRNA00110, GRIK1AS, GRIK1-AS		AF107258	NR_027021
HGNC:1282	GRIK1-AS2	GRIK1 antisense RNA 2	C21orf41, NCRNA00258		AY081145	NR_033368
HGNC:4580	GRIK2	glutamate ionotropic receptor kainate type subunit 2	GLUR6	GluK2, MRT6, GluR-6, EAA4, GLUK6		
HGNC:4581	GRIK3	glutamate ionotropic receptor kainate type subunit 3		GluK3, GLUR7	U16127	NM_000831
HGNC:4582	GRIK4	glutamate ionotropic receptor kainate type subunit 4	GRIK	GluK4, KA1	S67803	NM_014619
HGNC:4583	GRIK5	glutamate ionotropic receptor kainate type subunit 5	GRIK2	GluK5, KA2		
HGNC:4584	GRIN1	glutamate ionotropic receptor NMDA type subunit 1	NMDAR1	GluN1, NR1		NM_007327
HGNC:4585	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	NMDAR2A	GluN2A, NR2A		
HGNC:4586	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	NMDAR2B	GluN2B, NR2B		
HGNC:4587	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	NMDAR2C	GluN2C, NR2C		
HGNC:4588	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	NMDAR2D	GluN2D, EB11, NR2D	U77783	
HGNC:16767	GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A		GluN3A		
HGNC:16768	GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B		GluN3B		
HGNC:4589	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1	NMDARA1	HNRGW, TMBIM3, LFG1		NM_001009184
HGNC:18708	GRIP1	glutamate receptor interacting protein 1			AJ133439	
HGNC:23841	GRIP2	glutamate receptor interacting protein 2		KIAA1719	AB051506	NM_001080423
HGNC:18706	GRIPAP1	GRIP1 associated protein 1		GRASP-1, GRASP1, KIAA1167, MPMGp800B12492Q3, DKFZp434P0630	AB032993	NM_207672
HGNC:10013	GRK1	G protein-coupled receptor kinase 1	RHOK	GPRK1, RK		NM_002929
HGNC:289	GRK2	G protein-coupled receptor kinase 2	ADRBK1	BARK1	X61157	NM_001619
HGNC:290	GRK3	G protein-coupled receptor kinase 3	ADRBK2	BARK2	X69117	NM_005160
HGNC:55679	GRK3-AS1	GRK3 antisense RNA 1				
HGNC:4543	GRK4	G protein-coupled receptor kinase 4	GPRK2L	GPRK4		NM_005307
HGNC:4544	GRK5	G protein-coupled receptor kinase 5	GPRK5		L15388	NM_005308
HGNC:58234	GRK5-AS1	GRK5 antisense RNA 1				
HGNC:49478	GRK5-IT1	GRK5 intronic transcript 1				XR_246196
HGNC:4545	GRK6	G protein-coupled receptor kinase 6	GPRK6			NM_002082
HGNC:4547	GRK6P1	G protein-coupled receptor kinase 6 pseudogene 1	GPRK6L, GPRK6P, GRK6PS		U48958	
HGNC:17031	GRK7	G protein-coupled receptor kinase 7	GPRK7			NM_139209
HGNC:4590	GRL	symbol withdrawn, see [HGNC:7978](/data/gene-symbol-report/#!/hgnc_id/HGNC:7978)				
HGNC:4593	GRM1	glutamate metabotropic receptor 1		GPRC1A, mGlu1, MGLUR1, PPP1R85	U31215	NM_000838
HGNC:4594	GRM2	glutamate metabotropic receptor 2		GPRC1B, mGlu2, MGLUR2	L35318	
HGNC:4595	GRM3	glutamate metabotropic receptor 3		GPRC1C, mGlu3, MGLUR3		
HGNC:40264	GRM3-AS1	GRM3 antisense RNA 1				
HGNC:4596	GRM4	glutamate metabotropic receptor 4		GPRC1D, mGlu4, MGLUR4	U92457	
HGNC:4597	GRM5	glutamate metabotropic receptor 5		MGLUR5, GPRC1E, mGlu5, PPP1R86	D28538	NM_000842
HGNC:40265	GRM5-AS1	GRM5 antisense RNA 1				
HGNC:55419	GRM5P1	GRM5 pseudogene 1				NR_027044
HGNC:4598	GRM6	glutamate metabotropic receptor 6		GPRC1F, mGlu6, MGLUR6, CSNB1B	U82083	
HGNC:4599	GRM7	glutamate metabotropic receptor 7		GLUR7, GPRC1G, mGlu7, MGLUR7, PPP1R87	U92458	NM_000844
HGNC:40267	GRM7-AS1	GRM7 antisense RNA 1				
HGNC:40266	GRM7-AS2	GRM7 antisense RNA 2				
HGNC:42444	GRM7-AS3	GRM7 antisense RNA 3				
HGNC:4600	GRM8	glutamate metabotropic receptor 8		GLUR8, GPRC1H, mGlu8, MGLUR8		
HGNC:40268	GRM8-AS1	GRM8 antisense RNA 1				NR_110194
HGNC:4601	GRN	granulin precursor		PCDGF, PGRN, CLN11	M75161	NM_002087
HGNC:4605	GRP	gastrin releasing peptide				NM_002091
HGNC:4608	GRP78	symbol withdrawn, see [HGNC:5238](/data/gene-symbol-report/#!/hgnc_id/HGNC:5238)				
HGNC:19696	GRPEL1	GrpE like 1, mitochondrial		FLJ25609, GrpE, hMGE	AF070525	NM_025196
HGNC:21060	GRPEL2	GrpE like 2, mitochondrial		DKFZp451C205, Mt-GrpE#2, FLJ23713	AL832325	NM_152407
HGNC:48999	GRPEL2-AS1	GRPEL2 antisense RNA 1		RP11-394O4.4	AI857303	
HGNC:41969	GRPEL2P1	GRPEL2 pseudogene 1				
HGNC:41970	GRPEL2P2	GRPEL2 pseudogene 2				
HGNC:41971	GRPEL2P3	GRPEL2 pseudogene 3				
HGNC:4609	GRPR	gastrin releasing peptide receptor		BB2, BB2R, BRS2		NM_005314
HGNC:4610	GRSF1	G-rich RNA sequence binding factor 1			BC040485	NM_002092
HGNC:20310	GRTP1	growth hormone regulated TBC protein 1		FLJ22474, TBC1D6	AK026127	NM_024719
HGNC:39917	GRTP1-AS1	GRTP1 antisense RNA 1				
HGNC:21270	GRWD1	glutamate rich WD repeat containing 1		WDR28, GRWD, RRB1	AF337808	NM_031485
HGNC:31673	GRXCR1	glutaredoxin and cysteine rich domain containing 1	DFNB25	PPP1R88		NM_001080476
HGNC:33862	GRXCR2	glutaredoxin and cysteine rich domain containing 2		DFNB101		
HGNC:30229	G0S2	G0/G1 switch 2				NM_015714
HGNC:28042	GSAP	gamma-secretase activating protein	PION	LOC54103		NM_017439
HGNC:4611	GSAS	symbol withdrawn, see [HGNC:9722](/data/gene-symbol-report/#!/hgnc_id/HGNC:9722)				
HGNC:4612	GSC	goosecoid homeobox		GSC1		
HGNC:53074	GSC-DT	GSC divergent transcript		DIGIT		
HGNC:4613	GSC2	goosecoid homeobox 2	GSCL			NM_005315
HGNC:56879	GSCAR	glioma stem cell association long noncoding RNA				
HGNC:13311	GSDMA	gasdermin A	GSDM, GSDM1	FLJ39120	AB093591	NM_178171
HGNC:23690	GSDMB	gasdermin B	GSDML	PRO2521	AF119884	NM_018530
HGNC:7151	GSDMC	gasdermin C	MLZE		AB042405	
HGNC:25697	GSDMD	gasdermin D	GSDMDC1	FLJ12150, DF5L	AK096216	NM_024736
HGNC:2810	GSDME	gasdermin E	DFNA5	ICERE-1	AF007790	NM_004403
HGNC:28979	GSE1	Gse1 coiled-coil protein	KIAA0182		D80004	NM_014615
HGNC:58141	GSE1-AS1	GSE1 antisense RNA 1				
HGNC:48645	GSEC	G-quadruplex forming sequence containing lncRNA	ST3GAL4-AS1	DCPS-AS1, FLJ39051		NR_033839
HGNC:19716	GSG1	germ cell associated 1		MGC3146	BC001796	NM_031289
